14176572	12910453	12910473	14176572	13511869	13850969	14625087	14077401	13760053	10690636	13782183
14487375	13048635	14487375	14034805	11940569	14705380	11197004	11416875	14840164	11292626	12107199
14306599	14296570	14306599	14296507	12596721	14305052	09941648	09866781	11647729	12935656	10701106
14485443	11862850	13544661	12973616	14109478	14485443	14793476	11853694	13111771	13960987	14011797
14090474	13033460	14575066	11854099	13434604	14090474	13292046	13051753	14106784	14469628	11811721
14091481	13298697	12588802	13292046	10691640	13049795	13300176	13840277	13239597	13050176	13067027
14307018	08840280	14428970	12974708	13781946	13938561	10930948	13883797	14135426	13158379	13899755
14313356	12979647	11596614	12979655	11998041	12705355	13316079	12979657	12979646	14226360	13939282
14312950	10617665	07130575	07180359	06774879	12639199	08885744	07960863	11501976	09286334	09521781
14488460	12572326	13413914	10361561	09769359	12574184	12982032	13243583	11392689	10194224	10743882
14315332	12218239	12443314	12479436	14108922	14562998	14014374	11780051	12401852	13854163	14014424
14107193	13192471	14107193	12415395	12905094	13926084	13896341	12892893	12607694	13658106	13746314
14369981	14381605	14386189	07998106	14372465	07944026	07597873	14369981	07691722	13514162	13822140
14296919	08741639	08721668	07635071	08427231	08102870	08991247	09927752	13198833	12181341	14296919
14316476	11639157	12474700	09723222	12392491	12828366	14320818	12949434	14322158	12461113	10121699
14101505	14101505	10185927	11783210	11995087	09715819	10919916	13378920	10974145	11162152	09260320
14488747	14276320	12029533	13872494	14249626	14085101	14077771	13242940	11028757	13722017	13922828
14229637	09338542	09392632	14476446	13288399	08859345	10121602	14229637	09024497	13596704	08782827
14447746	12165228	10299535	11029832	12336369	12334406	12406821	10798610	11481503	12318165	11979748
13929923	13224344	13869037	09655678	13216259	13463809	11161950	08927321	12509623	13081479	14042224
14490461	12855691	14692566	14490461	15050074	08648276	12694032	10836408	07556842	11146513	12109339
14313704	14313704	12646173	09515670	12926662	12794505	11811981	11798991	12272001	10205867	11710933
13929610	12838703	11271492	13929610	10251145	10280396	11077576	11099058	13944629	10839524	14793480
14371326	14371326	13027898	12953660	13682389	09982540	12345776	14796265	14521093	12882531	13305562
14039384	13097463	13843304	13605621	11727553	13192976	14039384	14981204	12879465	14230875	13734651
14314362	14961454	14314362	13115131	14509119	12411990	13058268	14177246	14377621	08616436	09534936
14463454	13938022	12956977	12261928	13431837	09666676	12337950	11178713	08802895	08289149	13963361
14485265	13453495	14485285	14485265	12511990	13530026	11493958	14788658	10032332	11494986	12754760
14485285	13453495	14485285	14485265	12511990	13530026	11493958	14788658	10032332	11494986	12754760
14094300	14094300	11637791	12463561	13279451	10880800	11459547	13834251	14057867	13412159	13401113
14223368	13243945	11771632	12471546	13019189	13019174	12165195	13182819	11014581	11769429	13193933
14305482	14494808	13326199	12508607	06614619	09026551	13474270	13316301	10913788	10202245	09989996
13932153	11502016	09928051	10418559	08457588	14630440	11396306	12248147	09372518	09677287	08330761
13951585	11502016	09928051	10418559	08457588	14630440	11396306	12248147	09372518	09677287	08330761
14086506	14086506	14136997	14084243	14134930	14506366	14109582	14297311	14296020	14298581	14688749
14489903	12392017	13961532	14489903	14795598	13333493	10356217	14100637	11261200	11032882	10740295
14487768	12945057	05970497	06085650	11925228	12094515	10979795	05890543	10196052	08169614	13131253
14135769	13223486	13432458	13432537	12051792	13522382	13790580	14836086	13790632	08541363	12330969
14486974	12762150	13538827	14257010	14067907	14160566	12951360	13664583	14133646	14881492	13653424
14452071	07719456	13362599	10354188	14452071	14970563	14702828	13963361	05662573	13085863	14024580
14216296	08491323	08607052	08345917	08491324	11777824	13238985	13938561	13974995	11230708	14104876
14103434	14103434	14096939	12805701	13116849	13915528	14718336	12805702	14794167	13528976	14024453
14224707	10930948	11375002	09513064	11258127	11313998	13795006	10816838	10327994	11317170	14088547
14321033	14321033	14712293	10707456	12831118	10223619	10924890	13598490	12461140	12353054	12553894
14219763	11473137	10419927	10028973	10957647	14639766	12336849	13985672	13303618	12371923	11239397
14291912	13465855	13645651	14734881	14291912	11562205	13184816	12176687	13243903	10934179	11644199
14322822	14322822	11029915	14577338	09389327	14043549	13845779	09984679	14268156	10276291	08238673
14495259	14796551	14495336	14495259	13564779	11302957	06009967	08024839	08561865	13042129	12379938
14495336	14796551	14495336	14495259	13564779	11302957	06009967	08024839	08561865	13042129	12379938
14322872	12439052	13461518	14203982	11700763	14804337	14166844	14322872	11912384	11420766	12306664
14306156	14306156	11924328	13084465	14724675	13442720	14031322	11636360	11111121	14306160	13092869
14323781	14341171	14323781	12176868	10518736	12173440	10699503	13811792	08552824	07424450	13736524
14495178	09232869	09756060	08882312	08825298	09338815	09318369	07259002	10253154	10388353	09620666
14312777	10105544	10334952	11984012	09872429	14312777	10867152	12333224	12291211	11698658	12656669
14492406	09510786	10780513	09882244	13736558	11042426	09537480	12770166	09107583	12850390	14492406
14325003	14325003	14714111	14638996	14977355	11782390	14085942	14711754	14606064	10647288	09669846
14095155	14485082	12846832	14095155	12132106	14930926	12196016	14684832	14095060	14779564	12246093
14095060	14485082	12034667	06552878	14930926	12414616	14095060	11024653	12391551	08116569	08494127
13933910	13933910	09999229	11768814	11015402	10727550	11768785	12812852	12088731	11339907	12214392
14494010	11170309	11470494	10782660	13645289	12980309	08851955	09291913	10219245	12630103	13231967
14329856	13045103	11210531	11983827	11202004	11715226	07787127	14725156	10157361	10864508	13872494
14497944	11638717	12156822	14081303	14497944	14750665	12848355	12412576	08208183	12605567	12330745
13933488	13933488	14268606	13795721	13705652	09684301	13835826	14506330	14065777	11407854	13036461
14222723	14222723	12830846	09511081	09220595	09433112	09347519	09720860	10790057	10357221	09519857
14493069	10744504	11182374	09642505	14493069	14636155	08643990	09927252	11446548	09293576	11002258
14494355	14494382	14494403	14494355	13047067	12641523	13706745	12782849	13489590	11695232	13396710
14494382	14494382	14494403	14494355	13047067	12641523	13706745	12782849	13489590	11695232	13396710
14077641	13188651	14735957	12013892	14040829	12327754	12751671	12970541	14306423	12949194	12181890
14088098	09281019	09583086	11650120	10063069	12710800	10757275	10473875	11705722	14311667	13728134
14019705	14019705	10102308	13205780	12981628	12402660	14491754	13941777	12080728	14106798	14509852
14494092	12769325	12883651	12511705	14068819	13629854	11971561	11530512	12911424	12329957	12638441
14331141	08596026	12259815	12720238	14642098	13673868	12783851	08882179	12783837	12835085	13846875
14044367	14044367	14555202	14872893	14024140	14046403	14046549	12976239	14566305	12169612	13845599
14378113	13106872	13304414	13437937	12694600	12333531	12081272	10963666	10140796	08799828	13172840
14061606	14061606	13609439	14273466	14213678	12858322	14175882	13802385	14267947	13955159	13974000
14142684	11764436	13168760	14273958	14814085	10181223	13012388	11976936	13535956	13535673	09674877
14147276	14147276	14257562	13200398	13081442	14011380	12044278	13972870	11000362	12950100	12960454
14212776	14416348	11711840	14066706	13069377	14253077	12495230	13416400	12618269	13021673	12903208
14322356	14322356	13753449	14721153	13043379	13220691	10911483	14080943	13829135	14968218	14695002
14334209	14155392	14057043	14471025	14133882	09981888	12730548	10267319	09521747	14567982	13803941
14321515	10097789	14192239	08169130	14800251	07617251	07388037	09199161	10985057	07648515	08648688
14307674	05673510	14006548	09723222	08808170	10215187	09110401	11639157	09577717	06354034	10215260
13937338	12720440	12783197	11470620	14178983	12102617	13156207	14880242	12079486	12581759	13897922
14325131	13156207	12821643	11545131	11044163	08805716	14612156	12337475	10229809	08309491	09666231
14504559	11712614	11823516	12214737	14684732	11560494	13397190	11521012	13120122	13437091	14156592
14500021	07937329	10905685	10599938	10207628	09952414	10709113	12912030	12137817	12874403	10222620
13940568	12970962	12553546	11590373	08816707	12549906	08992318	06080871	08993286	09165051	11759383
14504392	11609487	11442290	11066309	12337657	10653098	13145082	11881305	11213869	13349266	14504392
14081533	09994127	13365436	14605754	10938154	14081533	13316827	12435203	14676454	13606648	13338379
14502649	13600020	14477522	13717145	14989346	13600034	14495558	10758523	13942133	14568968	14471850
14326005	14326005	14882423	06049889	07230238	14331587	14332958	10993604	10994064	06365012	11108694
14280808	14685492	14280808	12559498	10838987	14531272	13955299	13749616	12709621	06590678	09594328
14063394	13224575	13296922	14166399	14159449	14883360	13206602	13246553	13297992	14083917	14833344
14499652	12791259	13458213	14499652	07533942	12823674	11727962	12652279	14645256	07685162	13802997
14327778	14327778	14332246	12658502	13720684	09354586	10108357	07877194	14759286	12213223	14314967
14214816	11654736	09499650	09879415	14847519	10388815	13288690	13895715	10828773	14073530	09697928
13937962	13937962	09378333	08539783	10248713	09213197	08434179	10046322	14574855	08247617	10785438
14333582	08239604	09794028	09520547	10105375	09759354	12328180	13746859	09715828	07967621	10369625
14505568	13608512	13442113	13465227	14505568	13440227	14223071	13766971	13471920	13689001	13785237
14241379	10728767	11425959	10680023	10682861	10404292	11655259	12372860	10125270	11171353	11130981
14500904	14310889	10115799	11503612	12099702	10266779	12109525	13140345	09883803	10077428	12790556
14315401	14315401	09572087	11453953	12071349	13137668	10690082	09898725	13305809	12277337	10861646
14489575	12455594	13096669	13051060	14489575	12169555	12824864	13300318	12947458	07929261	10279611
14328633	12008416	12817016	11415365	11645561	11850252	13652447	11062624	08773834	11276480	08928121
14328633	12008416	12817016	11415365	11645561	11850252	13652447	11062624	08773834	11276480	08928121
14504861	13719090	14504861	13018743	13846884	13021143	12603224	13346927	13072780	13722504	13445798
14085396	10608569	12839341	08978474	11845594	11935424	12345763	12779310	10733096	12491567	10673014
13985927	13985927	14732722	08840280	11645852	13156407	14662605	12716733	11144702	13292912	13275697
14302312	14302312	13287408	14290966	14447033	14198598	14253483	12632926	11086738	14135362	13789530
14506263	13781354	12155237	14590653	13797909	14506263	14307837	13651587	13356923	11101176	13279348
14509310	14130844	14302852	14251052	14337575	13359098	14738017	11887102	13568451	13147640	10303546
14041744	14041744	12849027	12838703	10839524	11099058	11077576	14507315	10251145	13044445	10980959
14510309	14510309	13669891	10735560	12432089	14135069	14080847	13954449	11946806	12840384	08751603
14331677	14041400	14739408	14524709	14859490	14331677	11445088	10397987	13126898	14024692	14159073
14508790	13110008	14155263	14205308	14252848	14944236	11249680	13633671	12812915	13370316	13078541
14320378	14320378	09110940	14505751	14237302	13368043	12564406	10564404	12022066	11521491	11681514
14052083	14052083	14455947	12475162	13457658	05904454	14534955	12948068	14210466	11549726	05873333
14509963	11455343	10148379	12795486	14750339	13712698	13668022	11424530	10065455	13304383	12814699
13947670	14180460	12579444	13093742	10173950	09500361	09876732	13969764	09203036	13564792	09267759
14307097	06921811	09492072	07981485	09862894	08000697	09326605	13927611	09986906	08157483	08926997
14508471	10094875	10605444	09439930	13298661	14964595	13605983	09213197	13074407	14040945	10250273
13945422	14159657	14629498	13162536	08539783	09878598	11211187	12275112	11756389	11530116	10001473
14334767	14334767	09526529	09240575	09134564	09326588	08919344	09165202	09841046	08993867	07476700
